DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,1997,41080,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,1998,41900,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,1999,43000,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2000,44450,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2001,44710,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2002,44770,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2003,44850,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2004,45980,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2005,46930,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2006,48550,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2007,48820,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2008,48330,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2009,45680,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2010,46190,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2011,46610,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2012,46430,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2013,46890,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2014,47240,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2015,47900,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2016,48970,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2017,50150,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2018,50830,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2019,51500,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2020,50470,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2021,53970,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2022,54310,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2023,55280,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),1995,24610,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),1996,24980,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),1997,25590,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),1998,26300,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),1999,27030,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2000,27990,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2001,28520,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2002,28640,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2003,28690,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2004,29200,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2005,29560,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2006,30400,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2007,31150,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2008,31120,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2009,29640,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2010,30190,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2011,30640,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2012,30280,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2013,30180,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2014,30560,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2015,31120,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2016,31590,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2017,32340,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2018,32830,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2019,33270,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2020,31220,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2021,33180,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2022,34190,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2023,34110,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,1995,6410,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,1996,6840,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,1997,7830,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,1998,8250,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,1999,8300,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2000,8990,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2001,9580,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2002,10310,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2003,11160,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2004,12000,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2005,13210,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2006,14590,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2007,15790,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2008,15030,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2009,12850,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2010,13190,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2011,14240,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2012,14810,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2013,15130,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2014,15680,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2015,16000,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2016,16460,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2017,17390,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2018,17990,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2019,18580,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2020,17990,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2021,19260,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2022,19240,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2023,18200,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,1995,14290,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,1996,14430,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,1997,14870,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,1998,15300,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,1999,15650,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2000,16230,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2001,16890,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2002,17620,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2003,18600,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2004,19550,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2005,19720,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2006,20930,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2007,21610,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2008,21560,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2009,20620,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2010,19420,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2011,17530,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2012,16160,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2013,15900,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2014,16140,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2015,16210,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2016,16270,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2017,16540,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2018,16920,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2019,17320,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2020,15760,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2021,17220,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2022,18310,p
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2023,18800,p
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,1995,18220,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,1996,18620,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,1997,19210,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,1998,19960,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,1999,20750,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2000,21730,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2001,22470,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2002,22720,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2003,22960,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2004,23310,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2005,23690,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2006,24260,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2007,24640,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2008,24420,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2009,23310,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2010,23230,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2011,23000,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2012,22330,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2013,22090,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2014,22500,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2015,23440,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2016,24100,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2017,24750,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2018,25230,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2019,25520,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2020,22610,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2021,24120,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2022,25380,p
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2023,25730,p
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),1995,20910,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),1996,21260,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),1997,21810,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),1998,22430,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),1999,23070,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2000,23930,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2001,24400,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2002,24610,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2003,24740,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2004,25270,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2005,25670,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2006,26490,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2007,27220,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2008,27300,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2009,26080,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2010,26600,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2011,27070,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2012,26820,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2013,26790,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2014,27190,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2015,27770,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2016,28250,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2017,28990,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2018,29540,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2019,30030,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2020,28390,b
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2021,30200,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2022,31060,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2023,31030,
ESTAT:TIPSNA40(1.0),20/12/24 11:00:00,Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,1995,26940,
