"Country","Country code","Survey year","Prevalence (%)","Substance","Recall period","Age","Sample size","Males (%)","Females (%)"
"Estonia","EE",2018,85.4,"Alcohol","Last year","All adults (15-64)",2234,88.4,83.4
"Estonia","EE",2018,84.4,"Alcohol","Last year","Young adults (15-34)",757,86.2,83.2
"Estonia","EE",2018,55.3,"Tobacco","Lifetime","All adults (15-64)",2234,66.3,47.8
"Estonia","EE",2018,53.8,"Tobacco","Lifetime","Young adults (15-34)",757,60.5,49.2
"Estonia","EE",2018,26.2,"Tobacco","Last year","All adults (15-64)",2234,34.7,20.3
"Estonia","EE",2018,27.3,"Tobacco","Last year","Young adults (15-34)",757,34.3,22.3
"Finland","FI",2022,31.2,"Cannabis","Lifetime","All adults (15-64)",3556,39,22.9
"Finland","FI",2022,37.3,"Cannabis","Lifetime","Young adults (15-34)",1814,41.8,32.1
"Finland","FI",2022,9,"Cannabis","Last year","All adults (15-64)",3556,12.8,4.9
"Finland","FI",2022,15.1,"Cannabis","Last year","Young adults (15-34)",1814,18.9,10.6
"Finland","FI",2022,4.3,"Cannabis","Last month","All adults (15-64)",3556,6.2,2.3
"Finland","FI",2022,6.5,"Cannabis","Last month","Young adults (15-34)",1814,7.5,5.2
"Finland","FI",2022,5.8,"Cocaine","Lifetime","All adults (15-64)",3556,8.3,3.2
"Finland","FI",2022,8.1,"Cocaine","Lifetime","Young adults (15-34)",1814,10.6,5.2
"Finland","FI",2022,1.6,"Cocaine","Last year","All adults (15-64)",3556,2.2,1
"Finland","FI",2022,3.1,"Cocaine","Last year","Young adults (15-34)",1814,4,2.2
"Finland","FI",2022,0.5,"Cocaine","Last month","All adults (15-64)",3556,0.6,0.4
"Finland","FI",2022,1.1,"Cocaine","Last month","Young adults (15-34)",1814,1.3,0.9
"Finland","FI",2022,7.6,"Amphetamines","Lifetime","All adults (15-64)",3556,11.3,3.8
"Finland","FI",2022,10.2,"Amphetamines","Lifetime","Young adults (15-34)",1814,13.5,6.4
"Finland","FI",2022,2.3,"Amphetamines","Last year","All adults (15-64)",3556,3.3,1.4
"Finland","FI",2022,4,"Amphetamines","Last year","Young adults (15-34)",1814,4.8,3
"Finland","FI",2022,1.2,"Amphetamines","Last month","All adults (15-64)",3556,1.6,0.7
"Finland","FI",2022,1.7,"Amphetamines","Last month","Young adults (15-34)",1814,2.1,1.4
"Finland","FI",2022,6.8,"Ecstasy","Lifetime","All adults (15-64)",3556,9.4,3.9
"Finland","FI",2022,9.7,"Ecstasy","Lifetime","Young adults (15-34)",1814,12.5,6.6
"Finland","FI",2022,1.3,"Ecstasy","Last year","All adults (15-64)",3556,1.6,1
"Finland","FI",2022,2.5,"Ecstasy","Last year","Young adults (15-34)",1814,3,2.1
"Finland","FI",2022,0.3,"Ecstasy","Last month","All adults (15-64)",3556,0.4,0.3
"Finland","FI",2022,0.6,"Ecstasy","Last month","Young adults (15-34)",1814,0.6,0.7
"Finland","FI",2022,3.8,"LSD","Lifetime","All adults (15-64)",3556,5.7,1.5
"Finland","FI",2022,5.3,"LSD","Lifetime","Young adults (15-34)",1814,7.6,2.6
"Finland","FI",2022,0.8,"LSD","Last year","All adults (15-64)",3556,1.3,0.2
"Finland","FI",2022,1.3,"LSD","Last year","Young adults (15-34)",1814,2.3,0.2
"Finland","FI",2022,0.1,"LSD","Last month","All adults (15-64)",3556,0.1,0
"Finland","FI",2022,0.2,"LSD","Last month","Young adults (15-34)",1814,0.3,0
"Finland","FI",2022,93.2,"Alcohol","Lifetime","All adults (15-64)",3556,92.7,93.6
"Finland","FI",2022,88.1,"Alcohol","Lifetime","Young adults (15-34)",1814,88.8,87.2
"Finland","FI",2022,84.1,"Alcohol","Last year","All adults (15-64)",3556,85,83.2
"Finland","FI",2022,81.2,"Alcohol","Last year","Young adults (15-34)",1814,82.9,79.2
"Finland","FI",2022,68.1,"Alcohol","Last month","All adults (15-64)",3556,72.6,63.5
"Finland","FI",2022,63.9,"Alcohol","Last month","Young adults (15-34)",1814,67.8,59.3
"Finland","FI",2022,53.5,"Tobacco","Lifetime","All adults (15-64)",3556,59.6,47.3
"Finland","FI",2022,49.7,"Tobacco","Lifetime","Young adults (15-34)",1814,53.1,45.8
"France","FR",2021,47.3,"Cannabis","Lifetime","All adults (15-64)",18298,54.9,39.9
"France","FR",2021,54.5,"Cannabis","Lifetime","Young adults (15-34)",5255,60.4,48.8
"France","FR",2021,10.6,"Cannabis","Last year","All adults (15-64)",18298,14.2,7.2
"France","FR",2021,19.2,"Cannabis","Last year","Young adults (15-34)",5255,24.7,13.7
"France","FR",2021,5.9,"Cannabis","Last month","All adults (15-64)",18298,8.3,3.5
"France","FR",2021,10.3,"Cannabis","Last month","Young adults (15-34)",5255,13.9,6.7
"France","FR",2017,5.6,"Cocaine","Lifetime","All adults (15-64)",20665,8.1,3.2
"France","FR",2017,7.9,"Cocaine","Lifetime","Young adults (15-34)",5994,10.6,5.3
"France","FR",2017,1.6,"Cocaine","Last year","All adults (15-64)",20665,2.3,0.9
"France","FR",2017,3.2,"Cocaine","Last year","Young adults (15-34)",5994,4.3,2.1
"France","FR",2017,2.2,"Amphetamines","Lifetime","All adults (15-64)",20665,3.2,1.2
"France","FR",2017,3.1,"Amphetamines","Lifetime","Young adults (15-34)",5994,4.5,1.7
"France","FR",2017,0.3,"Amphetamines","Last year","All adults (15-64)",20665,0.5,0.1
"France","FR",2017,0.6,"Amphetamines","Last year","Young adults (15-34)",5994,1,0.2
"France","FR",2017,3.9,"Ecstasy","Lifetime","All adults (15-64)",20665,5.7,2.1
"France","FR",2017,5.6,"Ecstasy","Lifetime","Young adults (15-34)",5994,7.9,3.4
"France","FR",2017,0.6,"Ecstasy","Last year","All adults (15-64)",20665,0.8,0.3
"France","FR",2017,1.3,"Ecstasy","Last year","Young adults (15-34)",5994,1.8,0.8
"France","FR",2017,2.7,"LSD","Lifetime","All adults (15-64)",20665,4,1.4
"France","FR",2017,3.7,"LSD","Lifetime","Young adults (15-34)",5994,5,2.4
"France","FR",2017,0.4,"LSD","Last year","All adults (15-64)",20665,0.5,0.2
"France","FR",2017,0.8,"LSD","Last year","Young adults (15-34)",5994,1.1,0.5
"France","FR",2014,94.9,"Alcohol","Lifetime","All adults (15-64)",13488,96.3,93.5
"France","FR",2014,91.9,"Alcohol","Lifetime","Young adults (15-34)",4529,94.3,89.6
"France","FR",2014,85.8,"Alcohol","Last year","All adults (15-64)",13488,88.5,83.2
"France","FR",2014,82.8,"Alcohol","Last year","Young adults (15-34)",4529,87.6,78
"France","FR",2017,76.3,"Tobacco","Lifetime","All adults (15-64)",20665,80.5,72.3
"France","FR",2017,75,"Tobacco","Lifetime","Young adults (15-34)",5994,79.1,71
"France","FR",2017,35.7,"Tobacco","Last year","All adults (15-64)",20665,39.1,32.4
"France","FR",2017,43.1,"Tobacco","Last year","Young adults (15-34)",5994,48.2,38.2
"Germany","DE",2021,34.7,"Cannabis","Lifetime","All adults (15-64)",9046,38.9,30.2
"Germany","DE",2021,45.6,"Cannabis","Lifetime","Young adults (15-34)",4103,50.1,40.8
"Germany","DE",2021,8.8,"Cannabis","Last year","All adults (15-64)",9046,10.7,6.8
"Germany","DE",2021,17.2,"Cannabis","Last year","Young adults (15-34)",4103,19.8,14.3
"Germany","DE",2021,4.3,"Cannabis","Last month","All adults (15-64)",9046,5.7,2.9
"Germany","DE",2021,8.4,"Cannabis","Last month","Young adults (15-34)",4103,10.5,6.1
"Germany","DE",2021,5.6,"Cocaine","Lifetime","All adults (15-64)",9046,7.1,4
"Germany","DE",2021,6.9,"Cocaine","Lifetime","Young adults (15-34)",4103,8.4,5.4
"Germany","DE",2021,1.6,"Cocaine","Last year","All adults (15-64)",9046,2.1,1.1
"Germany","DE",2021,3.1,"Cocaine","Last year","Young adults (15-34)",4103,3.9,2.2
"Germany","DE",2021,0.6,"Cocaine","Last month","All adults (15-64)",9046,0.8,0.4
"Germany","DE",2021,0.9,"Cocaine","Last month","Young adults (15-34)",4103,1.2,0.6
"Germany","DE",2021,6.1,"Amphetamines","Lifetime","All adults (15-64)",9046,7.7,4.4
"Germany","DE",2021,7.9,"Amphetamines","Lifetime","Young adults (15-34)",4103,9.7,5.9
"Germany","DE",2021,1.4,"Amphetamines","Last year","All adults (15-64)",9046,1.5,1.3
"Germany","DE",2021,2.9,"Amphetamines","Last year","Young adults (15-34)",4103,3.4,2.4
"Germany","DE",2021,0.7,"Amphetamines","Last month","All adults (15-64)",9046,0.7,0.7
"Germany","DE",2021,1.3,"Amphetamines","Last month","Young adults (15-34)",4103,1.6,1
"Germany","DE",2021,5.6,"Ecstasy","Lifetime","All adults (15-64)",9046,7.1,4
"Germany","DE",2021,8,"Ecstasy","Lifetime","Young adults (15-34)",4103,9.7,6.3
"Germany","DE",2021,1,"Ecstasy","Last year","All adults (15-64)",9046,1.4,0.7
"Germany","DE",2021,2.7,"Ecstasy","Last year","Young adults (15-34)",4103,3.8,1.6
"Germany","DE",2021,0.4,"Ecstasy","Last month","All adults (15-64)",9046,0.4,0.3
"Germany","DE",2021,0.8,"Ecstasy","Last month","Young adults (15-34)",4103,1.2,0.4
"Germany","DE",2021,3.4,"LSD","Lifetime","All adults (15-64)",9046,4.8,2
"Germany","DE",2021,4.4,"LSD","Lifetime","Young adults (15-34)",4103,6,2.6
"Germany","DE",2021,0.6,"LSD","Last year","All adults (15-64)",9046,0.8,0.4
"Germany","DE",2021,1.5,"LSD","Last year","Young adults (15-34)",4103,2.1,0.9
"Germany","DE",2021,0.2,"LSD","Last month","All adults (15-64)",9046,0.2,0.2
"Germany","DE",2021,0.3,"LSD","Last month","Young adults (15-34)",4103,0.5,0.1
"Germany","DE",2021,95.3,"Alcohol","Lifetime","All adults (15-64)",9046,95.8,94.8
"Germany","DE",2021,93.2,"Alcohol","Lifetime","Young adults (15-34)",4103,93.8,92.6
"Germany","DE",2021,84.7,"Alcohol","Last year","All adults (15-64)",9046,86.5,82.8
"Germany","DE",2021,83.3,"Alcohol","Last year","Young adults (15-34)",4103,86,80.4
"Germany","DE",2021,70.5,"Alcohol","Last month","All adults (15-64)",9046,74.8,66
"Germany","DE",2021,68.4,"Alcohol","Last month","Young adults (15-34)",4103,73.1,63.3
"Germany","DE",2021,47.1,"Tobacco","Lifetime","All adults (15-64)",9046,51.8,42.3
"Germany","DE",2021,35.3,"Tobacco","Lifetime","Young adults (15-34)",4103,41.2,29.1
"Germany","DE",2021,25.2,"Tobacco","Last year","All adults (15-64)",9046,28.9,21.5
"Germany","DE",2021,26.6,"Tobacco","Last year","Young adults (15-34)",4103,32.2,20.7
"Germany","DE",2021,22.7,"Tobacco","Last month","All adults (15-64)",9046,25.7,19.5
"Germany","DE",2021,23.1,"Tobacco","Last month","Young adults (15-34)",4103,28.5,17.5
"Greece","GR",2015,11,"Cannabis","Lifetime","All adults (15-64)",1519,15.8,6.3
"Greece","GR",2015,10.6,"Cannabis","Lifetime","Young adults (15-34)",464,12,9
"Greece","GR",2015,2.8,"Cannabis","Last year","All adults (15-64)",1519,4.1,1.6
"Greece","GR",2015,4.5,"Cannabis","Last year","Young adults (15-34)",464,5.4,3.6
"Greece","GR",2015,1.3,"Cannabis","Last month","All adults (15-64)",1519,1.7,0.8
"Greece","GR",2015,2,"Cannabis","Last month","Young adults (15-34)",464,1.7,2.3
"Greece","GR",2015,1.3,"Cocaine","Lifetime","All adults (15-64)",1519,1.9,0.8
"Greece","GR",2015,1.3,"Cocaine","Lifetime","Young adults (15-34)",464,1.2,1.4
"Greece","GR",2015,0.4,"Cocaine","Last year","All adults (15-64)",1519,0.5,0.3
"Greece","GR",2015,0.6,"Cocaine","Last year","Young adults (15-34)",464,0.8,0.5
"Greece","GR",2015,0.2,"Cocaine","Last month","All adults (15-64)",1519,0.4,0
"Greece","GR",2015,0.2,"Cocaine","Last month","Young adults (15-34)",464,0.4,0
"Greece","GR",2015,0.6,"Ecstasy","Lifetime","All adults (15-64)",1519,0.9,0.3
"Greece","GR",2015,0.4,"Ecstasy","Lifetime","Young adults (15-34)",464,0.4,0.5
"Greece","GR",2015,0.2,"Ecstasy","Last year","All adults (15-64)",1519,0.3,0.1
"Greece","GR",2015,0.4,"Ecstasy","Last year","Young adults (15-34)",464,0.4,0.5
"Greece","GR",2015,0.1,"Ecstasy","Last month","All adults (15-64)",1519,0.1,0
"Greece","GR",2015,0.2,"Ecstasy","Last month","Young adults (15-34)",464,0.4,0
"Greece","GR",2015,0.5,"LSD","Lifetime","All adults (15-64)",1519,0.8,0.3
"Greece","GR",2015,0.2,"LSD","Lifetime","Young adults (15-34)",464,0,0.5
"Greece","GR",2015,0,"LSD","Last year","All adults (15-64)",1519,0,0
"Greece","GR",2015,0,"LSD","Last year","Young adults (15-34)",464,0,0
"Greece","GR",2015,0,"LSD","Last month","All adults (15-64)",1519,0,0
"Greece","GR",2015,0,"LSD","Last month","Young adults (15-34)",464,0,0
"Greece","GR",2015,97.6,"Alcohol","Lifetime","All adults (15-64)",1519,99.3,95.8
"Greece","GR",2015,98.9,"Alcohol","Lifetime","Young adults (15-34)",464,99.6,98.2
"Greece","GR",2015,92,"Alcohol","Last year","All adults (15-64)",1519,95.1,89
"Greece","GR",2015,96.6,"Alcohol","Last year","Young adults (15-34)",464,97.5,95.5
"Greece","GR",2015,65.3,"Tobacco","Lifetime","All adults (15-64)",1519,70.4,60.2
"Greece","GR",2015,57.1,"Tobacco","Lifetime","Young adults (15-34)",464,57.9,56.3
"Greece","GR",2015,41.1,"Tobacco","Last month","All adults (15-64)",1519,42.1,40
"Greece","GR",2015,38.1,"Tobacco","Last month","Young adults (15-34)",464,38.8,37.4
"Hungary","HU",2019,6.1,"Cannabis","Lifetime","All adults (15-64)",1385,8.4,4
"Hungary","HU",2019,10.8,"Cannabis","Lifetime","Young adults (15-34)",442,15.3,6.5
"Hungary","HU",2019,1.3,"Cannabis","Last year","All adults (15-64)",1385,2,0.6
"Hungary","HU",2019,3.4,"Cannabis","Last year","Young adults (15-34)",442,5.4,1
"Hungary","HU",2019,0.9,"Cannabis","Last month","All adults (15-64)",1385,1.5,0.4
"Hungary","HU",2019,2.6,"Cannabis","Last month","Young adults (15-34)",442,4.5,0.5
"Hungary","HU",2019,1.7,"Cocaine","Lifetime","All adults (15-64)",1385,1.8,1.5
"Hungary","HU",2019,2.6,"Cocaine","Lifetime","Young adults (15-34)",442,3.5,1.5
"Hungary","HU",2019,0.3,"Cocaine","Last year","All adults (15-64)",1385,0.5,0.3
"Hungary","HU",2019,0.6,"Cocaine","Last year","Young adults (15-34)",442,1.5,0
"Hungary","HU",2019,0.2,"Cocaine","Last month","All adults (15-64)",1385,0.3,0.3
"Hungary","HU",2019,0.4,"Cocaine","Last month","Young adults (15-34)",442,1,0
"Hungary","HU",2019,1.5,"Amphetamines","Lifetime","All adults (15-64)",1385,2,1.2
"Hungary","HU",2019,2.6,"Amphetamines","Lifetime","Young adults (15-34)",442,4,1
"Hungary","HU",2019,0.4,"Amphetamines","Last year","All adults (15-64)",1385,0.5,0.3
"Hungary","HU",2019,0.8,"Amphetamines","Last year","Young adults (15-34)",442,1.5,0
"Hungary","HU",2019,0.3,"Amphetamines","Last month","All adults (15-64)",1385,0.5,0.3
"Hungary","HU",2019,0.6,"Amphetamines","Last month","Young adults (15-34)",442,1.5,0
"Hungary","HU",2019,2.5,"Ecstasy","Lifetime","All adults (15-64)",1385,3.3,1.9
"Hungary","HU",2019,4.7,"Ecstasy","Lifetime","Young adults (15-34)",442,7.4,2
"Hungary","HU",2019,0.6,"Ecstasy","Last year","All adults (15-64)",1385,1.2,0.3
"Hungary","HU",2019,1.1,"Ecstasy","Last year","Young adults (15-34)",442,2.5,0
"Hungary","HU",2019,0.4,"Ecstasy","Last month","All adults (15-64)",1385,0.7,0.3
"Hungary","HU",2019,0.9,"Ecstasy","Last month","Young adults (15-34)",442,2,0
"Hungary","HU",2019,0.9,"LSD","Lifetime","All adults (15-64)",1385,1.3,0.6
"Hungary","HU",2019,1.4,"LSD","Lifetime","Young adults (15-34)",442,3,0
"Hungary","HU",2019,0.1,"LSD","Last year","All adults (15-64)",1385,0.3,0
"Hungary","HU",2019,0.4,"LSD","Last year","Young adults (15-34)",442,1,0
"Hungary","HU",2019,0.1,"LSD","Last month","All adults (15-64)",1385,0.3,0
"Hungary","HU",2019,0.4,"LSD","Last month","Young adults (15-34)",442,1,0
"Hungary","HU",2019,70.4,"Alcohol","Last year","All adults (15-64)",1385,84.6,57.2
"Hungary","HU",2019,72,"Alcohol","Last year","Young adults (15-34)",442,83,60.4
"Hungary","HU",2019,52,"Alcohol","Last month","All adults (15-64)",1385,72.4,34
"Hungary","HU",2019,54.3,"Alcohol","Last month","Young adults (15-34)",442,72.1,36.2
"Hungary","HU",2019,53.3,"Tobacco","Lifetime","All adults (15-64)",1385,62.3,45.3
"Hungary","HU",2019,51.9,"Tobacco","Lifetime","Young adults (15-34)",442,57.3,46.5
"Hungary","HU",2015,36.5,"Tobacco","Last month","All adults (15-64)",2274,45.6,28.6
"Hungary","HU",2015,35,"Tobacco","Last month","Young adults (15-34)",1534,41.9,28.9
"Ireland","IE",2019,24.4,"Cannabis","Lifetime","All adults (15-64)",,29.5,19.3
"Ireland","IE",2019,27.3,"Cannabis","Lifetime","Young adults (15-34)",,,
"Ireland","IE",2019,7.1,"Cannabis","Last year","All adults (15-64)",,9.9,4.4
"Ireland","IE",2019,13.8,"Cannabis","Last year","Young adults (15-34)",,,
"Ireland","IE",2019,3.4,"Cannabis","Last month","All adults (15-64)",,5,2
"Ireland","IE",2019,6.5,"Cannabis","Last month","Young adults (15-34)",,,
"Ireland","IE",2019,8.3,"Cocaine","Lifetime","All adults (15-64)",,11.6,5.1
"Ireland","IE",2019,10.6,"Cocaine","Lifetime","Young adults (15-34)",,,
"Ireland","IE",2019,2.3,"Cocaine","Last year","All adults (15-64)",,3.5,1.2
"Ireland","IE",2019,4.8,"Cocaine","Last year","Young adults (15-34)",,,
"Ireland","IE",2019,0.7,"Cocaine","Last month","All adults (15-64)",,1.3,0.2
"Ireland","IE",2019,1.5,"Cocaine","Last month","Young adults (15-34)",,,
"Ireland","IE",2019,4.8,"Amphetamines","Lifetime","All adults (15-64)",,7.3,2.2
"Ireland","IE",2019,5.6,"Amphetamines","Lifetime","Young adults (15-34)",,,
"Ireland","IE",2019,1,"Amphetamines","Last year","All adults (15-64)",,1.5,0.5
"Ireland","IE",2019,2.3,"Amphetamines","Last year","Young adults (15-34)",,,
"Ireland","IE",2019,0.3,"Amphetamines","Last month","All adults (15-64)",,0.4,0.1
"Ireland","IE",2019,0.7,"Amphetamines","Last month","Young adults (15-34)",,,
"Ireland","IE",2019,10.3,"Ecstasy","Lifetime","All adults (15-64)",,14.8,6
"Ireland","IE",2019,13.7,"Ecstasy","Lifetime","Young adults (15-34)",,,
"Ireland","IE",2019,2.7,"Ecstasy","Last year","All adults (15-64)",,3.9,1.6
"Ireland","IE",2019,6.5,"Ecstasy","Last year","Young adults (15-34)",,,
"Ireland","IE",2019,1.3,"Ecstasy","Last month","All adults (15-64)",,1.9,0.6
"Ireland","IE",2019,3.1,"Ecstasy","Last month","Young adults (15-34)",,,
"Ireland","IE",2019,5.7,"LSD","Lifetime","All adults (15-64)",,8.7,2.8
"Ireland","IE",2019,6.6,"LSD","Lifetime","Young adults (15-34)",,,
"Ireland","IE",2019,1.1,"LSD","Last year","All adults (15-64)",,1.8,0.3
"Ireland","IE",2019,2.4,"LSD","Last year","Young adults (15-34)",,,
"Ireland","IE",2019,0.5,"LSD","Last month","All adults (15-64)",,0.9,0.1
"Ireland","IE",2019,1.3,"LSD","Last month","Young adults (15-34)",,,
"Ireland","IE",2019,83,"Alcohol","Lifetime","All adults (15-64)",,84.5,81.6
"Ireland","IE",2019,80.3,"Alcohol","Lifetime","Young adults (15-34)",,,
"Ireland","IE",2019,77.7,"Alcohol","Last year","All adults (15-64)",,79.8,75.6
"Ireland","IE",2019,76.5,"Alcohol","Last year","Young adults (15-34)",,,
"Ireland","IE",2019,65.3,"Alcohol","Last month","All adults (15-64)",,68.6,62.1
"Ireland","IE",2019,63.2,"Alcohol","Last month","Young adults (15-34)",,,
"Ireland","IE",2019,42.4,"Tobacco","Lifetime","All adults (15-64)",,46.2,38.7
"Ireland","IE",2019,32.7,"Tobacco","Lifetime","Young adults (15-34)",,,
"Ireland","IE",2019,22.3,"Tobacco","Last year","All adults (15-64)",,26,18.7
"Ireland","IE",2019,25.6,"Tobacco","Last year","Young adults (15-34)",,,
"Ireland","IE",2019,19.5,"Tobacco","Last month","All adults (15-64)",,23.5,15.5
"Ireland","IE",2019,21,"Tobacco","Last month","Young adults (15-34)",,,
"Italy","IT",2022,34.8,"Cannabis","Lifetime","All adults (15-64)",4011,40.6,28.9
"Italy","IT",2022,46,"Cannabis","Lifetime","Young adults (15-34)",1295,50.1,41.7
"Italy","IT",2022,10.8,"Cannabis","Last year","All adults (15-64)",4011,13.2,8.3
"Italy","IT",2022,21.5,"Cannabis","Last year","Young adults (15-34)",1295,25.3,17.4
"Italy","IT",2022,5,"Cannabis","Last month","All adults (15-64)",4011,6.6,3.4
"Italy","IT",2022,8.8,"Cannabis","Last month","Young adults (15-34)",1295,11.8,5.6
"Italy","IT",2022,6.6,"Cocaine","Lifetime","All adults (15-64)",4011,8.9,4.2
"Italy","IT",2022,5.2,"Cocaine","Lifetime","Young adults (15-34)",1295,7.6,2.6
"Italy","IT",2022,1.4,"Cocaine","Last year","All adults (15-64)",4011,1.9,0.9
"Italy","IT",2022,2.1,"Cocaine","Last year","Young adults (15-34)",1295,2.9,1.3
"Italy","IT",2022,0.6,"Cocaine","Last month","All adults (15-64)",4011,0.8,0.4
"Italy","IT",2022,1,"Cocaine","Last month","Young adults (15-34)",1295,1.2,0.8
"Italy","IT",2022,2.2,"Amphetamines","Lifetime","All adults (15-64)",4011,3,1.4
"Italy","IT",2022,1.7,"Amphetamines","Lifetime","Young adults (15-34)",1295,2.4,0.9
"Italy","IT",2022,0.7,"Amphetamines","Last year","All adults (15-64)",4011,0.8,0.6
"Italy","IT",2022,1.3,"Amphetamines","Last year","Young adults (15-34)",1295,1.7,0.8
"Italy","IT",2022,0.2,"Amphetamines","Last month","All adults (15-64)",4011,0.3,0.2
"Italy","IT",2022,0.4,"Amphetamines","Last month","Young adults (15-34)",1295,0.6,0.1
"Italy","IT",2022,3.8,"Ecstasy","Lifetime","All adults (15-64)",4011,5.5,2
"Italy","IT",2022,5.2,"Ecstasy","Lifetime","Young adults (15-34)",1295,7.3,2.9
"Italy","IT",2022,0.8,"Ecstasy","Last year","All adults (15-64)",4011,1.1,0.5
"Italy","IT",2022,2.1,"Ecstasy","Last year","Young adults (15-34)",1295,3.2,0.9
"Italy","IT",2022,0.2,"Ecstasy","Last month","All adults (15-64)",4011,0.3,0.1
"Italy","IT",2022,0.5,"Ecstasy","Last month","Young adults (15-34)",1295,0.8,0.1
"Italy","IT",2022,1.9,"LSD","Lifetime","All adults (15-64)",4011,2.9,0.9
"Italy","IT",2022,1.4,"LSD","Lifetime","Young adults (15-34)",1295,2.2,0.5
"Italy","IT",2022,0.3,"LSD","Last year","All adults (15-64)",4011,0.4,0.1
"Italy","IT",2022,0.5,"LSD","Last year","Young adults (15-34)",1295,0.9,0.1
"Italy","IT",2022,0.1,"LSD","Last month","All adults (15-64)",4011,0.1,0.1
"Italy","IT",2022,0.1,"LSD","Last month","Young adults (15-34)",1295,0.2,0
"Italy","IT",2022,92.6,"Alcohol","Lifetime","All adults (15-64)",4011,96.5,88.6
"Italy","IT",2022,96,"Alcohol","Lifetime","Young adults (15-34)",1295,96.8,95.1
"Italy","IT",2022,84.8,"Alcohol","Last year","All adults (15-64)",4011,91,78.6
"Italy","IT",2022,90.8,"Alcohol","Last year","Young adults (15-34)",1295,93.3,88.1
"Italy","IT",2022,76.3,"Alcohol","Last month","All adults (15-64)",4011,84.6,68
"Italy","IT",2022,81.1,"Alcohol","Last month","Young adults (15-34)",1295,85.7,76.1
"Italy","IT",2022,62.5,"Tobacco","Lifetime","All adults (15-64)",4011,66.1,58.8
"Italy","IT",2022,62.3,"Tobacco","Lifetime","Young adults (15-34)",1295,61.7,62.9
"Italy","IT",2022,29.7,"Tobacco","Last year","All adults (15-64)",4011,32.1,27.2
"Italy","IT",2022,37.8,"Tobacco","Last year","Young adults (15-34)",1295,40.7,34.7
"Italy","IT",2022,25.7,"Tobacco","Last month","All adults (15-64)",4011,27.9,23.4
"Italy","IT",2022,30.9,"Tobacco","Last month","Young adults (15-34)",1295,34.2,27.3
"Latvia","LV",2020,15,"Cannabis","Lifetime","All adults (15-64)",4616,22,8.2
"Latvia","LV",2020,23.2,"Cannabis","Lifetime","Young adults (15-34)",1627,30.3,15.6
"Latvia","LV",2020,3.9,"Cannabis","Last year","All adults (15-64)",4616,6.1,1.8
"Latvia","LV",2020,8.2,"Cannabis","Last year","Young adults (15-34)",1627,12,4.3
"Latvia","LV",2020,2.1,"Cannabis","Last month","All adults (15-64)",4616,3.4,0.9
"Latvia","LV",2020,4.4,"Cannabis","Last month","Young adults (15-34)",1627,6.7,1.8
"Latvia","LV",2020,2.7,"Cocaine","Lifetime","All adults (15-64)",4616,4.1,1.5
"Latvia","LV",2020,4.2,"Cocaine","Lifetime","Young adults (15-34)",1627,5.4,2.9
"Latvia","LV",2020,1.3,"Cocaine","Last year","All adults (15-64)",4616,1.7,0.9
"Latvia","LV",2020,2.2,"Cocaine","Last year","Young adults (15-34)",1627,2.7,1.7
"Latvia","LV",2020,1.1,"Cocaine","Last month","All adults (15-64)",4616,1.3,0.8
"Latvia","LV",2020,2,"Cocaine","Last month","Young adults (15-34)",1627,2.4,1.7
"Latvia","LV",2020,1.8,"Amphetamines","Lifetime","All adults (15-64)",4616,2.5,1.2
"Latvia","LV",2020,2.6,"Amphetamines","Lifetime","Young adults (15-34)",1627,3,2.2
"Latvia","LV",2020,0.6,"Amphetamines","Last year","All adults (15-64)",4616,0.8,0.4
"Latvia","LV",2020,1.2,"Amphetamines","Last year","Young adults (15-34)",1627,1.4,0.9
"Latvia","LV",2020,0.5,"Amphetamines","Last month","All adults (15-64)",4616,0.7,0.3
"Latvia","LV",2020,0.9,"Amphetamines","Last month","Young adults (15-34)",1627,1.1,0.8
"Latvia","LV",2020,1.9,"Ecstasy","Lifetime","All adults (15-64)",4616,2.7,1.2
"Latvia","LV",2020,3.4,"Ecstasy","Lifetime","Young adults (15-34)",1627,4,2.8
"Latvia","LV",2020,0.7,"Ecstasy","Last year","All adults (15-64)",4616,0.9,0.5
"Latvia","LV",2020,1.6,"Ecstasy","Last year","Young adults (15-34)",1627,1.9,1.4
"Latvia","LV",2020,0.6,"Ecstasy","Last month","All adults (15-64)",4616,0.8,0.4
"Latvia","LV",2020,1.3,"Ecstasy","Last month","Young adults (15-34)",1627,1.5,1
"Latvia","LV",2020,1.4,"LSD","Lifetime","All adults (15-64)",4616,2.1,0.7
"Latvia","LV",2020,2.5,"LSD","Lifetime","Young adults (15-34)",1627,3.5,1.4
"Latvia","LV",2020,0.6,"LSD","Last year","All adults (15-64)",4616,1,0.3
"Latvia","LV",2020,1.4,"LSD","Last year","Young adults (15-34)",1627,2.1,0.6
"Latvia","LV",2020,0.4,"LSD","Last month","All adults (15-64)",4616,0.5,0.2
"Latvia","LV",2020,0.9,"LSD","Last month","Young adults (15-34)",1627,1.2,0.5
"Latvia","LV",2020,91.1,"Alcohol","Lifetime","All adults (15-64)",4616,92.2,90
"Latvia","LV",2020,83.7,"Alcohol","Lifetime","Young adults (15-34)",1627,84.9,82.3
"Latvia","LV",2020,77.1,"Alcohol","Last year","All adults (15-64)",4616,79.6,74.8
