"Year","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"Notifications per million population",3.9,3.5,4.1,4.9,4,3.1,2.9,2.6,2.4,2.3,2.2,1.5,1.5,2.2
